signal_index,file_name,free_text_sensory,free_text_emotional,free_text_association
140,2411101817190.json,The sensation has medium intensity vibration with even time intervals,The sensation make me feel calm.,The sensation reminds me of trimming hair with a hair trimmer device.
141,2411121048190.json,"I would describe this as a discrete signal with an initial burst of vibration, followed by a pause, followed by a low vibration. ",This sensation makes me feel active. The emotion I would attach to it are contentness or sadness depending on duration. ,This sensation reminds me of shovelling. I can feel the shovel hit the loose-ish dirt then go in. 
141,2411121345190.json,senstion feels like on big wave geting intensity reduced folllowed by two small vibrations,NA,feels like washing machine while its final round.
141,2411120914190.json,This sensation has 3 discrete vibrations followed by a smoother vibration		,This sensation makes me feel strong and focused,This reminds me of vibration we feel when you keep your hand on a speaker 
141,2411121437190.json,N.A.,Sensation feels like disturbed.,Sensation reminds me of snoring.
141,2411061808190.json,I would describe this sensation to someone as keeping a speaker under water and keeping my hand on it when it was submerged. ,It makes me feel happy and pleasant.,It reminds me of the time when I kept my watch underwater and the alarm started to ring causing the watch to vibrate alot 
141,2411091732190.json,it is disccontinuous beat,it make me feel perplexed,it reminds of controller feed back of sudden health reduction/damage done on character but with even more strong start
141,2411071515190.json,I would describe the sensation as a pattern of alternating two sounds.,The sensation makes me feel consistent.,This reminds me of grinder.
141,2411081047190.json,This sensation had like two strong beats and then the intensity decreases.,This sensation made me feel energized.,This reminded me of a sudden accleration of a vehicle.
141,2411091146190.json,This sensation is panicking and discomfortable,This sensation made me feel exhausted and drained,"This sensation reminded me of travelling over a bumpy road, travelling in a train"
141,2411101817190.json,The sensation has short medium intensity vibration and long low intensity vibrantion,N.A.,The sensation reminds me of an ecg report printing device.
142,2411121048190.json,"I would describe this sensation as a discrete short and low vibrations that might take 1/10th of second. They are very quick, but not intense and at random intervals. ",This sensation make feel peaceful. The emotion that I attach to is pretty relaxed. ,This reminds of the water dripping on my open palm. 
142,2411121345190.json,feels like ticking time ,NA,Feels like wearing a mechnaical watch
142,2411120914190.json,This sensation is a small dull vibration in a pattern with long intervals,This emotion makes me feel bored,This sensation reminds me of the sound made during laser removal or making a tattoo
142,2411121437190.json,Sensation is very mild beep sounds.,Sensation makes me feel sad.,Sensation reminds me of mild background sounds (drums).
142,2411061808190.json,I would describe this situation to someone as if the hand is kept underwate rand the bubbles are straight up coming to the hand under the wate rand the pressure or the feeling felt at that time.,This makes me feel joyful and curious. ,This reminds me of the time when I kept my hands under the water directly on top of a pump underwater and the bubbles coming out of it. 
142,2411091732190.json,it is discontinous uniform beat,"it makes me feel confused,skeptical",it reminds me of foot steps 
142,2411071515190.json,I would describe this sensation as alternating between one and two vibrations.,The sensation makes me feel enjoyable.,This reminds me of raindrops.
142,2411081047190.json,This sensation is like little knocks on my palm.,This sensation makes me feel relaxed.,"Do you know, when a doctor checks your knees with that slight hammer tap? It felt like that."
142,2411091146190.json,This sensation is soft and comfortable,"This sensation made me feel good, It felt calm",This sensation relates me to water dropplet falling over a metal utensil
142,2411101817190.json,The sensation is low intensity and rhythmic.,The sensation feels calm.,The sensation reminds me of standing on short distance to a military parade.
143,2411121048190.json,I would describe this sensation a discrete and random. The intensity is really inconsistent. It almost feels like scraping a rough surface with a finger nail. ,This senstation makes me feel uneasy. I feel something similar to scared maybe a little concerned. ,This reminds me of scraping a rough surface with a fingernail. 
143,2411121345190.json,sensaion feels like strugling engine,sensation make me feel disappointed,feels like engine not abel to start
